"","Road","roadID","Chainage.start","Chainage.end","width","nrLanes"
"7364","Z5054",1258,7.745,9.047,3.8,1
"7365","Z5054",1258,9.047,10.567,3.7,1
"7366","Z5054",1258,10.567,10.582,7.6,2
"7367","Z5055",1590,0,21.981,6,2
"7368","Z5058",1104,0,0.015,30,8
"7369","Z5058",1104,0.015,0.07,13,4
"7370","Z5058",1104,0.07,2.64,5.5,2
"7371","Z5058",1104,2.64,3.04,3.7,1
"7372","Z5058",1104,3.04,5.44,5.5,2
"7373","Z5058",1104,5.44,6.52,3.7,1
"7374","Z5058",1104,6.52,16.28,5.5,2
"7375","Z5058",1104,16.28,16.31,5.5,2
"7376","Z5059",850,0,0.02,5.5,2
"7377","Z5059",850,0.02,8.13,5.6,2
"7378","Z5059",850,8.13,9.78,3.8,1
"7379","Z5059",850,9.78,13.82,5.5,2
"7380","Z5059",850,13.82,14.27,3.8,1
"7381","Z5059",850,14.27,16.218,5.5,2
"7382","Z5060",849,0,1,5.5,2
"7383","Z5060",849,1,3,3.5,1
"7384","Z5060",849,3,4,3.5,1
"7385","Z5060",849,4,5,3.5,1
"7386","Z5060",849,5,9,3.5,1
"7387","Z5060",849,9,10,3.5,1
"7388","Z5060",849,10,11,3.5,1
"7389","Z5060",849,11,12,3.5,1
"7390","Z5060",849,12,13.66,3.5,1
"7391","Z5060",849,13.66,13.895,3.5,1
"7392","Z5060",849,14.204,15.37,3.5,1
"7393","Z5060",849,15.37,17.405,5.5,2
"7394","Z5061",1421,0,0.05,6.4,2
"7395","Z5061",1421,0.05,1.3,5.41,1.5
"7396","Z5061",1421,1.3,2.8,5.39,1.5
"7397","Z5061",1421,2.8,4.7,5.44,1.5
"7398","Z5061",1421,4.7,6.2,5.4,1.5
"7399","Z5061",1421,6.2,7.8,5.41,1.5
"7400","Z5061",1421,7.8,9.2,5.41,1.5
"7401","Z5061",1421,9.2,10.9,5.4,1.5
"7402","Z5061",1421,10.9,12.3,5.41,1.5
"7403","Z5061",1421,12.3,14.1,5.38,1.5
"7404","Z5061",1421,14.1,15.3,5.39,1.5
"7405","Z5061",1421,15.3,16.584,5.38,1.5
"7406","Z5061",1421,18.983,20.473,5.5,2
"7407","Z5061",1421,20.673,21.833,5.5,2
"7408","Z5061",1421,21.833,22.833,5.4,1.5
"7409","Z5061",1421,22.833,23.233,5.4,1.5
"7410","Z5061",1421,23.233,23.583,5.5,2
"7411","Z5061",1421,23.583,24.18,6.4,2
"7412","Z5061",1421,24.253,26.163,5.4,1.5
"7413","Z5061",1421,26.163,27.201,6,2
"7414","Z5061",1421,27.201,27.643,5.5,2
"7415","Z5061",1421,27.643,28.595,6,2
"7416","Z5061",1421,28.595,29.583,5.5,2
"7417","Z5062",1434,0,0.647,5.41,1.5
"7418","Z5062",1434,0.647,2.347,5.38,1.5
"7419","Z5062",1434,2.347,3.497,5.37,1.5
"7420","Z5062",1434,3.497,4.241,5.37,1.5
"7421","Z5063",1278,0,0.04,6.6,2
"7422","Z5063",1278,0.04,1.4,5.42,1.5
"7423","Z5063",1278,1.4,2.8,5.43,1.5
"7424","Z5063",1278,2.8,4.2,5.51,2
"7425","Z5063",1278,4.2,5.9,5.49,1.5
"7426","Z5063",1278,5.9,7.2,5.47,1.5
"7427","Z5063",1278,7.2,8.8,5.43,1.5
"7428","Z5063",1278,8.8,10.2,5.43,1.5
"7429","Z5063",1278,10.2,11.1,5.51,2
"7430","Z5063",1278,11.1,12.475,5.52,2
"7431","Z5064",1422,0,0.4,5.6,2
"7432","Z5064",1422,0.4,3.4,5.61,2
"7433","Z5064",1422,3.4,6,5.6,2
"7434","Z5064",1422,6,7.006,5.61,2
"7435","Z5064",1422,7.006,7.208,7.3,2
"7436","Z5064",1422,7.208,10,5.6,2
"7437","Z5064",1422,10,11.05,3.8,1
"7438","Z5064",1422,11.05,13.25,5.62,2
"7439","Z5064",1422,13.25,13.92,3.81,1
"7440","Z5064",1422,13.92,14.76,5.58,2
"7441","Z5064",1422,14.76,16.38,3.8,1
"7442","Z5064",1422,16.38,17.88,5.42,1.5
"7443","Z5064",1422,17.88,20.97,3.85,1
"7444","Z5064",1422,20.97,23.9,4.42,1.5
"7445","Z5064",1422,23.9,24.536,5.58,2
"7446","Z5066",1555,0,0.02,6.2,2
"7447","Z5066",1555,0.02,3.86,3.65,1
"7448","Z5066",1555,3.86,10.384,4.4,1.5
"7449","Z5066",1555,10.384,14.868,3.1,1
"7450","Z5069",1520,0,0.03,6.6,2
"7451","Z5069",1520,0.03,1.9,5.41,1.5
"7452","Z5069",1520,1.9,4.5,5.54,2
"7453","Z5069",1520,4.5,7.8,5.44,1.5
"7454","Z5069",1520,7.8,11.6,5.49,1.5
"7455","Z5069",1520,11.6,14.5,5.47,1.5
"7456","Z5069",1520,14.5,17.532,5.63,2
"7457","Z5069",1520,17.532,20.42,3.62,1
"7458","Z5069",1520,20.42,22.65,3.61,1
"7459","Z5069",1520,22.65,24.578,3.62,1
"7460","Z5070",1203,0,0.15,11,3.5
"7461","Z5070",1203,0.15,1.45,6.95,2
"7462","Z5070",1203,1.45,3.725,7.1,2
"7463","Z5070",1203,3.725,6.2,5.62,2
"7464","Z5070",1203,6.2,8.1,5.62,2
"7465","Z5070",1203,8.1,11.64,5.62,2
"7466","Z5072",1485,0,0.5,11.5,3
"7467","Z5072",1485,0.5,3.68,5.5,2
"7468","Z5072",1485,3.68,10.19,3.7,1
"7469","Z5072",1485,10.19,10.99,5.5,2
"7470","Z5072",1485,10.99,11.64,3.5,1
"7471","Z5072",1485,12.155,12.2,3.5,1
"7472","Z5072",1485,12.2,12.61,3.7,1
"7473","Z5072",1485,12.61,13.33,5.5,2
"7474","Z5072",1485,13.33,15.87,3.7,1
"7475","Z5072",1485,15.87,16.98,5.5,2
"7476","Z5072",1485,16.98,24.53,3.7,1
"7477","Z5072",1485,24.53,33.66,3.7,1
"7478","Z5072",1485,33.66,50.55,5.5,2
"7479","Z5072",1485,50.55,52.17,5.5,2
"7480","Z5074",1611,0,0.015,15,4
"7481","Z5074",1611,0.015,0.9,3.6,1
"7482","Z5074",1611,0.9,1.5,4,1.5
"7483","Z5075",1106,0,0.2,5.4,1.5
"7484","Z5075",1106,0.2,3.38,4,1.5
"7485","Z5075",1106,3.38,3.696,5.5,2
"7486","Z5075",1106,3.696,5.46,3.8,1
"7487","Z5075",1106,5.46,5.61,5.5,2
"7488","Z5075",1106,5.61,6.6,3.8,1
"7489","Z5075",1106,6.6,6.7,3.8,1
"7490","Z5075",1106,6.7,9.25,5.5,2
"7491","Z5075",1106,9.25,9.86,5.3,1.5
"7492","Z5075",1106,9.86,9.96,3.8,1
"7493","Z5075",1106,9.96,10.03,5.5,2
"7494","Z5075",1106,10.03,10.23,5.8,2
"7495","Z5075",1106,10.23,10.46,6.4,2
"7496","Z5075",1106,10.46,11.68,3.8,1
"7497","Z5075",1106,11.68,11.72,5.5,2
"7498","Z5075",1106,11.72,12.35,3.8,1
"7499","Z5075",1106,12.35,12.57,5.5,2
"7500","Z5075",1106,12.57,13.2,3.8,1
"7501","Z5075",1106,13.2,13.32,5.5,2
"7502","Z5075",1106,13.32,14.57,3.8,1
"7503","Z5075",1106,14.57,14.59,5.5,2
"7504","Z5075",1106,14.59,15.97,3.8,1
"7505","Z5075",1106,15.97,16.06,5.5,2
"7506","Z5075",1106,16.06,16.71,3.8,1
"7507","Z5075",1106,16.71,17.25,5.5,2
"7508","Z5075",1106,17.25,17.32,5.5,2
"7509","Z5075",1106,17.32,18.7,5.6,2
"7510","Z5075",1106,18.7,20.59,5.8,2
"7511","Z5075",1106,20.59,21.14,6,2
"7512","Z5075",1106,21.14,22.48,3.8,1
"7513","Z5075",1106,22.48,22.93,5.8,2
"7514","Z5075",1106,22.93,24.29,3.8,1
"7515","Z5075",1106,24.29,24.6,5.5,2
"7516","Z5075",1106,24.6,25.148,3.8,1
"7517","Z5075",1106,25.148,25.3,5.5,2
"7518","Z5075",1106,25.3,26.52,4,1.5
"7519","Z5075",1106,26.52,26.84,5.8,2
"7520","Z5075",1106,26.84,28.34,4,1.5
"7521","Z5075",1106,28.34,29.09,5.6,2
"7522","Z5075",1106,29.09,31.2,4,1.5
"7523","Z5075",1106,31.2,31.7,3.8,1
"7524","Z5075",1106,31.7,32.1,5.5,2
"7525","Z5075",1106,32.1,33.5,4,1.5
"7526","Z5075",1106,33.5,34.1,5.6,2
"7527","Z5075",1106,34.1,35.35,4,1.5
"7528","Z5075",1106,35.35,37.45,5.8,2
"7529","Z5075",1106,37.45,43.6,3.2,1
"7530","Z5075",1106,43.6,44.1,4,1.5
"7531","Z5075",1106,44.1,44.15,4.1,1.5
"7532","Z5080",1751,0,0.167,8.5,2
"7533","Z5080",1751,0.167,4.147,5.5,2
"7534","Z5080",1751,4.147,6.727,4.2,1.5
"7535","Z5080",1751,6.727,6.917,8.5,2
"7536","Z5202",1161,0,0.025,3.8,1
"7537","Z5202",1161,0.025,3.2,3.8,1
"7538","Z5202",1161,3.2,4.7,4,1.5
"7539","Z5202",1161,4.7,15.8,4.1,1.5
"7540","Z5202",1161,15.8,17.908,3.9,1
"7541","Z5202",1161,17.908,24.05,4,1.5
"7542","Z5202",1161,24.05,24.38,5,1.5
"7543","Z5202",1161,24.38,30.32,4,1.5
"7544","Z5202",1161,30.32,31.12,5.6,2
"7545","Z5202",1161,31.12,45.589,3.9,1
"7546","Z5202",1161,45.589,45.604,3.9,1
"7547","Z5207",1547,0,0.012,4.6,1.5
"7548","Z5207",1547,0.012,0.15,4.6,1.5
"7549","Z5207",1547,0.15,0.58,5.5,2
"7550","Z5207",1547,0.58,1.8,3.9,1
"7551","Z5207",1547,1.8,7.8,3.8,1
"7552","Z5207",1547,7.8,8.05,5.5,2
"7553","Z5207",1547,8.05,15.3,3.9,1
"7554","Z5207",1547,15.3,15.98,3.5,1
"7555","Z5207",1547,15.98,16.469,5.5,2
"7556","Z5207",1547,16.469,39.306,5.1,1.5
"7557","Z5207",1547,39.306,39.336,5.1,1.5
"7558","Z5209",1141,0,0.048,5.5,2
"7559","Z5209",1141,0.048,0.45,5.5,2
"7560","Z5209",1141,0.45,0.6,5,1.5
"7561","Z5209",1141,0.6,1,3.5,1
"7562","Z5209",1141,1,1.7,3.2,1
"7563","Z5209",1141,1.7,2.45,3.6,1
"7564","Z5209",1141,2.45,2.6,3.6,1
"7565","Z5209",1141,2.6,4,3.4,1
"7566","Z5209",1141,4,5,3.2,1
"7567","Z5209",1141,5,12.54,3.7,1
"7568","Z5209",1141,12.54,12.87,3.2,1
"7569","Z5209",1141,12.87,17.4,3.7,1
"7570","Z5209",1141,17.4,18.01,3.2,1
"7571","Z5209",1141,18.01,24.03,3.7,1
"7572","Z5209",1141,24.03,28.12,5.2,1.5
"7573","Z5209",1141,28.12,31.88,5.5,2
"7574","Z5209",1141,31.88,35.39,4.9,1.5
"7575","Z5209",1141,35.39,35.54,6.9,2
"7576","Z5209",1141,35.54,36.075,4.7,1.5
"7577","Z5209",1141,36.075,37.83,3,1
"7578","Z5209",1141,37.83,42.01,3.7,1
"7579","Z5209",1141,42.01,48.69,5.5,2
"7580","Z5209",1141,48.69,49.94,4.9,1.5
"7581","Z5209",1141,49.94,50.22,3.9,1
"7582","Z5209",1141,50.22,50.32,5.5,2
"7583","Z5210",1163,0,0.03,3.2,1
"7584","Z5210",1163,0.03,0.5,3.2,1
"7585","Z5210",1163,0.5,2.1,3.7,1
"7586","Z5210",1163,2.1,2.6,3.2,1
"7587","Z5210",1163,2.6,18.25,3.7,1
"7588","Z5210",1163,18.25,18.99,3.2,1
"7589","Z5210",1163,18.99,19.6,3.7,1
"7590","Z5210",1163,19.6,22.5,3.2,1
"7591","Z5210",1163,22.5,23.425,3.7,1
"7592","Z5210",1163,23.425,23.6,3,1
"7593","Z5210",1163,23.6,24.4,3.2,1
"7594","Z5210",1163,24.4,24.49,3.7,1
"7595","Z5210",1163,24.49,25.498,3.7,1
"7596","Z5210",1163,25.498,25.557,3.7,1
"7597","Z5210",1163,25.557,25.835,3.7,1
"7598","Z5210",1163,25.835,34.157,3.5,1
"7599","Z5211",1254,0,0.05,17,4
"7600","Z5211",1254,0.05,1.95,3.7,1
"7601","Z5211",1254,1.95,3,3.7,1
"7602","Z5211",1254,3,3.8,5.5,2
"7603","Z5211",1254,3.8,4,3.7,1
"7604","Z5211",1254,4,6.135,4.9,1.5
"7605","Z5211",1254,6.135,13.28,5.2,1.5
"7606","Z5211",1254,13.28,21.84,3.7,1
"7607","Z5211",1254,21.84,22.84,4.2,1.5
"7608","Z5211",1254,22.84,26.88,3.7,1
"7609","Z5211",1254,26.88,26.985,5.7,2
"7610","Z5211",1254,26.985,27.1,10.5,3
"7611","Z5211",1254,27.1,27.96,6,2
"7612","Z5212",1740,0,0.03,4.2,1.5
"7613","Z5212",1740,0.03,0.3,4.2,1.5
"7614","Z5212",1740,0.3,0.58,4.7,1.5
"7615","Z5212",1740,0.58,0.605,4.7,1.5
"7616","Z5301",1752,0,0.415,3.8,1
"7617","Z5301",1752,0.415,1.31,5.5,2
"7618","Z5401",1261,0,0.02,17,4
"7619","Z5401",1261,0.02,0.762,7.5,2
"7620","Z5401",1261,0.762,1.074,7.5,2
"7621","Z5401",1261,1.074,1.324,7.5,2
"7622","Z5401",1261,1.324,4.913,6.2,2
"7623","Z5401",1261,4.913,5.113,7.5,2
"7624","Z5401",1261,5.113,7.063,6.1,2
"7625","Z5401",1261,7.063,12.08,6.1,2
"7626","Z5401",1261,12.08,12.38,6.1,2
"7627","Z5401",1261,12.38,16.155,6.1,2
"7628","Z5401",1261,16.155,19.461,6,2
"7629","Z5401",1261,19.461,20.001,7.3,2
"7630","Z5401",1261,20.001,20.086,7.3,2
"7631","Z5401",1261,20.086,27.644,6,2
"7632","Z5401",1261,27.644,28.853,5.8,2
"7633","Z5401",1261,28.853,29.163,7.3,2
"7634","Z5401",1261,29.163,36.218,5.8,2
"7635","Z5401",1261,36.218,36.378,6.5,2
"7636","Z5401",1261,36.378,37.178,6.5,2
"7637","Z5401",1261,37.178,40.627,6,2
"7638","Z5401",1261,40.627,50.233,5.5,2
"7639","Z5401",1261,50.233,54.762,5.5,2
"7640","Z5401",1261,54.762,54.917,6.8,2
"7641","Z5401",1261,54.917,55.157,7.3,2
"7642","Z5401",1261,55.157,55.204,14.65,4
"7643","Z5402",1608,0,0.5,7.3,2
"7644","Z5402",1608,0.5,1.7,6,2
"7645","Z5402",1608,1.7,4.017,5.5,2
"7646","Z5402",1608,4.017,6.927,7,2
"7647","Z5402",1608,6.927,7.017,7.4,2
"7648","Z5402",1608,7.017,7.117,4.2,1.5
"7649","Z5402",1608,7.117,8.017,3.66,1
"7650","Z5402",1608,8.017,11.657,3.66,1
"7651","Z5403",1191,0,0.3,3.2,1
"7652","Z5403",1191,0.3,1.35,4.2,1.5
"7653","Z5403",1191,1.35,2.6,3.66,1
"7654","Z5403",1191,2.6,7,3.66,1
"7655","Z5403",1191,7,8.35,3.66,1
"7656","Z5403",1191,8.35,10.9,3.66,1
"7657","Z5403",1191,10.9,15.258,3.66,1
"7658","Z5403",1191,15.258,16.146,3,1
"7659","Z5403",1191,16.326,17.573,3.66,1
"7660","Z5403",1191,17.573,18.551,5.83,2
"7661","Z5404",1098,0,0.1,4,1.5
"7662","Z5404",1098,0.1,0.3,3.66,1
"7663","Z5404",1098,0.3,3.25,3.66,1
"7664","Z5404",1098,3.25,6.04,3.66,1
"7665","Z5404",1098,6.04,6.5,3.66,1
"7666","Z5404",1098,6.5,8.5,3.66,1
"7667","Z5404",1098,8.5,10.2,3.66,1
"7668","Z5404",1098,10.2,10.6,4,1.5
"7669","Z5404",1098,10.6,11.7,3.66,1
"7670","Z5404",1098,11.7,13.2,4.5,1.5
"7671","Z5404",1098,13.2,15.184,5.5,2
"7672","Z5405",1095,0,2.5,3.66,1
"7673","Z5405",1095,2.5,3.41,3.1,1
"7674","Z5405",1095,3.41,5.76,3.66,1
"7675","Z5405",1095,5.76,6.4,3.66,1
"7676","Z5405",1095,6.4,6.91,3.68,1
"7677","Z5405",1095,6.91,10.7,3,1
"7678","Z5405",1095,10.7,11.26,3.2,1
"7679","Z5405",1095,11.26,11.86,3.66,1
"7680","Z5405",1095,11.86,16.45,3.66,1
"7681","Z5405",1095,16.45,17.42,3,1
"7682","Z5405",1095,17.42,21.14,3.66,1
"7683","Z5406",1143,0,0.05,8.5,2
"7684","Z5406",1143,0.05,0.2,5.5,2
"7685","Z5406",1143,0.2,3.65,5.5,2
"7686","Z5406",1143,3.65,5,5.5,2
"7687","Z5406",1143,5,7.034,5.5,2
"7688","Z5406",1143,7.034,8.3,3.66,1
"7689","Z5406",1143,8.3,10.91,3.66,1
"7690","Z5406",1143,10.91,11.3,3.66,1
"7691","Z5406",1143,11.3,13.56,3.66,1
"7692","Z5406",1143,13.69,13.755,4,1.5
"7693","Z5406",1143,13.755,16.82,3.66,1
"7694","Z5408",1097,0,0.85,3.66,1
"7695","Z5408",1097,0.85,1.1,3.66,1
"7696","Z5408",1097,1.1,1.5,3.66,1
"7697","Z5408",1097,1.5,1.69,3.66,1
"7698","Z5408",1097,1.69,2,3.1,1
"7699","Z5408",1097,2,4.5,3.1,1
"7700","Z5408",1097,4.5,7.79,3.66,1
"7701","Z5408",1097,7.79,7.85,3.66,1
"7702","Z5408",1097,7.85,7.89,3.66,1
"7703","Z5409",1624,0,0.105,5.6,2
"7704","Z5409",1624,0.105,10.1,5.6,2
"7705","Z5409",1624,10.1,11.3,5.5,2
"7706","Z5409",1624,11.3,12.1,5.5,2
"7707","Z5409",1624,12.1,19.3,5.5,2
"7708","Z5409",1624,19.3,19.63,4.6,1.5
"7709","Z5410",1094,0,4.4,3.66,1
"7710","Z5410",1094,4.4,4.6,4.2,1.5
"7711","Z5410",1094,4.6,7.7,3.66,1
"7712","Z5410",1094,7.7,13,3.66,1
"7713","Z5410",1094,13,13.78,3.66,1
"7714","Z5410",1094,13.78,15.2,7.3,2
"7715","Z5410",1094,15.2,15.85,5.6,2
"7716","Z5410",1094,15.85,16,5.6,2
"7717","Z5452",1159,0,0.04,6.9,2
"7718","Z5452",1159,0.04,0.25,6.3,2
"7719","Z5452",1159,0.25,0.4,4.9,1.5
"7720","Z5452",1159,0.4,1,5.2,1.5
"7721","Z5452",1159,1,1.3,4.7,1.5
"7722","Z5452",1159,1.3,8.04,5.5,2
"7723","Z5452",1159,8.04,26.32,3.7,1
"7724","Z5456",866,0,0.04,7.2,2
"7725","Z5456",866,0.04,0.12,6.2,2
"7726","Z5456",866,0.12,0.235,9.5,3
"7727","Z5456",866,0.235,0.25,9.5,3
"7728","Z5456",866,0.25,0.355,9.8,3
"7729","Z5456",866,0.355,0.39,10.8,3
"7730","Z5456",866,0.39,0.685,6,2
"7731","Z5456",866,0.685,1.38,10.6,3
"7732","Z5456",866,1.38,1.55,6.9,2
"7733","Z5456",866,1.55,3.12,5.5,2
"7734","Z5456",866,3.12,9.9,3.7,1
"7735","Z5456",866,9.9,10.2,5.5,2
"7736","Z5456",866,10.2,10.63,3.7,1
"7737","Z5456",866,10.63,13.23,5.5,2
"7738","Z5456",866,13.23,15.22,3.7,1
"7739","Z5456",866,15.22,15.55,5.5,2
"7740","Z5456",866,15.55,19.91,3.7,1
"7741","Z5456",866,19.91,20.21,5.5,2
"7742","Z5456",866,20.21,20.905,3.7,1
"7743","Z5456",866,20.905,21.21,5.5,2
"7744","Z5456",866,21.21,28.85,3.7,1
"7745","Z5456",866,28.85,29.45,5.5,2
"7746","Z5456",866,29.45,37.3,3.7,1
"7747","Z5456",866,37.3,37.935,5.5,2
"7748","Z5456",866,37.935,38.275,3.7,1
"7749","Z5463",1005,0,0.935,4,1.5
"7750","Z5463",1005,0.935,2,4.3,1.5
"7751","Z5463",1005,2,3,3.7,1
"7752","Z5463",1005,3,5.085,4,1.5
"7753","Z5463",1005,5.085,5.325,5.5,2
"7754","Z5463",1005,5.325,5.5,5.5,2
"7755","Z5463",1005,5.5,5.66,12.2,4
"7756","Z5463",1005,5.66,5.8,17.5,5
"7757","Z5463",1005,5.8,5.88,9.4,3
"7758","Z5463",1005,5.88,6.405,12.2,4
"7759","Z5463",1005,6.405,6.545,5.5,2
"7760","Z5463",1005,6.545,6.56,16.2,4
"7761","Z5463",1005,6.56,8.02,3.7,1
"7762","Z5463",1005,8.02,9.14,3.7,1
"7763","Z5463",1005,9.14,18.82,3.8,1
"7764","Z5463",1005,18.82,23.54,3.2,1
"7765","Z5463",1005,23.54,23.575,3.2,1
"7766","Z5464",986,0,0.04,7,2
"7767","Z5464",986,0.04,0.4,5.5,2
"7768","Z5464",986,0.4,1.36,3.9,1
"7769","Z5464",986,1.36,1.61,5.5,2
"7770","Z5464",986,1.61,2.3,3.7,1
"7771","Z5464",986,2.3,2.62,5.5,2
"7772","Z5464",986,2.62,3.28,3.7,1
"7773","Z5464",986,3.28,3.73,5.5,2
"7774","Z5464",986,3.73,4.3,3.8,1
"7775","Z5464",986,4.3,4.86,5.7,2
"7776","Z5464",986,4.86,5,3.7,1
"7777","Z5464",986,5,6.8,5.7,2
"7778","Z5464",986,6.8,8.2,3.2,1
"7779","Z5464",986,8.2,9.71,3.2,1
"7780","Z5467",1008,0,0.025,5.7,2
"7781","Z5467",1008,0.025,7.94,3.9,1
"7782","Z5467",1008,7.94,7.985,5.3,1.5
"7783","Z5469",1165,0,0.025,5.5,2
"7784","Z5469",1165,0.025,0.65,3.7,1
"7785","Z5469",1165,0.65,0.73,4.9,1.5
"7786","Z5469",1165,0.73,1.3,3.7,1
"7787","Z5469",1165,1.3,2,3.7,1
"7788","Z5469",1165,2,10.05,3.7,1
"7789","Z5469",1165,10.05,10.73,3.7,1
"7790","Z5469",1165,10.73,11.6,3.7,1
"7791","Z5469",1165,11.6,11.9,3.7,1
"7792","Z5469",1165,11.9,12.35,3.7,1
"7793","Z5469",1165,12.35,12.41,3.7,1
"7794","Z5469",1165,12.41,13.13,3.7,1
"7795","Z5469",1165,13.13,13.18,3.7,1
"7796","Z5469",1165,13.18,13.62,3.7,1
"7797","Z5469",1165,13.62,13.72,3.7,1
"7798","Z5469",1165,13.72,14.1,3.7,1
"7799","Z5469",1165,14.1,14.7,3.7,1
"7800","Z5469",1165,14.7,17.5,3.7,1
"7801","Z5469",1165,17.5,17.65,3.7,1
"7802","Z5469",1165,17.65,18.42,3.7,1
"7803","Z5469",1165,18.42,19.28,3.7,1
"7804","Z5469",1165,19.28,19.88,3.7,1
"7805","Z5469",1165,19.88,20.24,3.7,1
"7806","Z5469",1165,20.24,20.4,3.7,1
"7807","Z5469",1165,20.4,21.2,3.7,1
"7808","Z5469",1165,21.2,22.1,3.7,1
"7809","Z5469",1165,22.1,22.475,5.5,2
"7810","Z5469",1165,22.475,23.76,3.7,1
"7811","Z5469",1165,23.76,23.81,6.45,2
"7812","Z5471",1096,0,0.024,3.8,1
"7813","Z5471",1096,0.024,0.38,3.8,1
"7814","Z5471",1096,0.38,0.51,5,1.5
"7815","Z5471",1096,0.51,3.6,3.8,1
"7816","Z5471",1096,3.6,4.7,3.9,1
"7817","Z5471",1096,4.7,4.95,4.2,1.5
"7818","Z5471",1096,4.95,8.05,3.9,1
"7819","Z5471",1096,8.05,14.415,3.8,1
"7820","Z5471",1096,14.415,18.1,3.5,1
"7821","Z5471",1096,18.1,21.41,3.2,1
"7822","Z5472",1007,0,0.01,3.7,1
"7823","Z5472",1007,0.01,9.12,3.7,1
"7824","Z5472",1007,9.12,10.51,5.6,2
"7825","Z5472",1007,10.51,12.21,3.2,1
"7826","Z5476",1609,0,0.01,5.2,1.5
"7827","Z5476",1609,0.01,1.17,5.2,1.5
"7828","Z5476",1609,1.17,3.41,3.8,1
"7829","Z5501",1252,0,0.025,22,4
"7830","Z5501",1252,0.025,0.127,8,2
"7831","Z5501",1252,0.127,6.552,5.5,2
"7832","Z5501",1252,6.552,6.622,6,2
"7833","Z5501",1252,6.622,7.277,5.5,2
"7834","Z5501",1252,7.277,9.35,3.7,1
"7835","Z5501",1252,9.35,10.184,4.6,1.5
"7836","Z5501",1252,10.184,12.466,5.5,2
"7837","Z5503",1408,0,0.022,15.2,4
"7838","Z5503",1408,0.022,0.252,6.6,2
"7839","Z5503",1408,0.252,9.78,5.8,2
"7840","Z5503",1408,9.78,10.1,5.8,2
"7841","Z5503",1408,10.1,18.86,5.8,2
"7842","Z5503",1408,18.86,19.01,6.4,2
"7843","Z5503",1408,19.01,21.825,5.8,2
"7844","Z5504",1428,0,0.015,6,2
"7845","Z5504",1428,0.015,0.09,6,2
"7846","Z5504",1428,0.09,1.09,5.5,2
"7847","Z5504",1428,1.09,7.254,5.7,2
"7848","Z5504",1428,7.254,7.274,5.7,2
"7849","Z5505",1110,0,0.1,5.8,2
"7850","Z5505",1110,0.1,9.34,5.5,2
"7851","Z5505",1110,9.34,9.408,30,7
"7852","Z5507",1100,0,0.15,9,3
"7853","Z5507",1100,0.15,4.64,3.7,1
"7854","Z5507",1100,4.64,5.25,4.3,1.5
"7855","Z5507",1100,5.25,9.63,3.7,1
"7856","Z5508",1091,0,1.701,5.6,2
"7857","Z5508",1091,1.701,15.546,3.8,1
"7858","Z5508",1091,15.546,16.078,4.2,1.5
"7859","Z5508",1091,16.078,17.324,5.5,2
"7860","Z5508",1091,17.324,18.232,4,1.5
"7861","Z5508",1091,18.232,18.245,4,1.5
"7862","Z5509",860,0,0.014,9,3
"7863","Z5509",860,0.014,2.2,3.2,1
"7864","Z5509",860,2.2,9.247,3.3,1
"7865","Z5509",860,9.247,9.487,3.2,1
"7866","Z5509",860,9.487,13.13,3.5,1
"7867","Z5509",860,13.13,16.147,3.7,1
"7868","Z5509",860,16.147,18.727,5.5,2
"7869","Z5509",860,18.727,25.445,5,1.5
"7870","Z5509",860,25.445,26.88,5.4,1.5
"7871","Z5509",860,26.88,29.08,5.1,1.5
"7872","Z5509",860,29.08,31.36,5.5,2
"7873","Z5509",860,31.36,31.38,5.5,2
"7874","Z5510",1788,0,0.76,5.5,2
"7875","Z5551",1139,0,0.018,7.6,2
"7876","Z5551",1139,0.018,6.874,3.8,1
"7877","Z5551",1139,6.874,7,3,1
"7878","Z5552",1122,0,0.015,4.2,1.5
"7879","Z5552",1122,0.015,1.49,4.2,1.5
"7880","Z5552",1122,1.49,2.88,3.4,1
"7881","Z5552",1122,2.88,3.84,3.7,1
"7882","Z5552",1122,3.84,6.99,3.4,1
"7883","Z5552",1122,6.99,8.2,3.6,1
"7884","Z5552",1122,8.2,18.45,3.9,1
"7885","Z5552",1122,18.45,19.57,3.9,1
"7886","Z5552",1122,19.57,28.5,3.8,1
"7887","Z5553",1101,0,0.01,3.8,1
"7888","Z5553",1101,0.01,9.24,3.8,1
"7889","Z5553",1101,9.24,10.43,5.5,2
"7890","Z5553",1101,10.43,10.89,3.8,1
"7891","Z5553",1101,10.89,11.19,6,2
"7892","Z5554",1138,0,0.02,6.2,2
"7893","Z5554",1138,0.02,0.23,6.2,2
"7894","Z5554",1138,0.23,2.055,4,1.5
"7895","Z5554",1138,2.055,3.72,5.2,1.5
"7896","Z5554",1138,3.72,8.47,4,1.5
"7897","Z5554",1138,8.47,10.68,3.8,1
"7898","Z5554",1138,10.68,10.86,4.2,1.5
"7899","Z5554",1138,10.86,16.38,3.8,1
"7900","Z5554",1138,16.38,17.05,4,1.5
"7901","Z5554",1138,17.05,18.98,3.8,1
"7902","Z5554",1138,18.98,19.48,4,1.5
"7903","Z5554",1138,19.48,19.51,3.5,1
"7904","Z5554",1138,19.51,19.98,3.5,1
"7905","Z5554",1138,20.48,20.656,3.5,1
"7906","Z5554",1138,20.656,25.26,3.8,1
"7907","Z5554",1138,25.26,28.41,5.2,1.5
