"","Road","roadID","Chainage.start","Chainage.end","width","nrLanes"
"7908","Z5554",1138,28.41,29.46,16.1,4
"7909","Z5555",1128,0,0.8,5.3,1.5
"7910","Z5555",1128,0.8,1.6,5.6,2
"7911","Z5555",1128,1.6,2.2,5.5,2
"7912","Z5555",1128,2.2,4.83,3.5,1
"7913","Z5555",1128,4.83,7.15,5.6,2
"7914","Z5558",1470,0,0.01,3,1
"7915","Z5558",1470,0.01,0.25,3,1
"7916","Z5558",1470,0.25,1.952,3.2,1
"7917","Z5559",1249,0,0.022,3.8,1
"7918","Z5559",1249,0.022,0.14,3.8,1
"7919","Z5559",1249,0.14,1.2,3,1
"7920","Z5561",1034,0,0.015,7.12,2
"7921","Z5561",1034,0.015,0.1,3.9,1
"7922","Z5561",1034,0.1,1.43,3.8,1
"7923","Z5561",1034,1.43,4.79,4,1.5
"7924","Z5561",1034,4.79,5.27,5,1.5
"7925","Z5561",1034,5.27,6,5.5,2
"7926","Z5561",1034,6,13.75,3.8,1
"7927","Z5561",1034,13.75,15.95,3.8,1
"7928","Z5561",1034,15.95,17.13,5.4,1.5
"7929","Z5561",1034,17.13,17.35,7,2
"7930","Z5611",1602,0,0.03,5.2,1.5
"7931","Z5611",1602,0.03,0.18,3.8,1
"7932","Z5611",1602,0.18,10.43,3.9,1
"7933","Z5611",1602,10.43,10.45,3.9,1
"7934","Z5612",1606,0,0.015,7.8,2
"7935","Z5612",1606,0.015,0.13,5.5,2
"7936","Z5612",1606,0.13,2.97,5.5,2
"7937","Z5612",1606,2.97,5.29,5.5,2
"7938","Z5612",1606,5.29,5.88,5.5,2
"7939","Z5612",1606,5.88,9.25,3.8,1
"7940","Z5613",1626,0,0.01,5.8,2
"7941","Z5613",1626,0.01,1.214,5.8,2
"7942","Z5613",1626,1.214,19.881,5.7,2
"7943","Z5613",1626,19.881,43.08,5.5,2
"7944","Z5613",1626,43.08,43.64,6,2
"7945","Z5613",1626,43.64,50.07,5.5,2
"7946","Z5613",1626,50.07,59.106,5.7,2
"7947","Z5613",1626,59.106,59.146,5.7,2
"7948","Z5614",1265,0,0.035,18,4
"7949","Z5614",1265,0.035,0.74,5.4,1.5
"7950","Z5614",1265,0.74,2.337,3.9,1
"7951","Z5614",1265,2.337,2.565,5.6,2
"7952","Z5614",1265,2.565,4.615,3.9,1
"7953","Z5614",1265,4.615,4.71,5.5,2
"7954","Z5614",1265,4.71,4.935,3.8,1
"7955","Z5614",1265,4.935,7.16,5.2,1.5
"7956","Z5614",1265,7.16,7.48,5.5,2
"7957","Z5616",1137,0,0.02,3.8,1
"7958","Z5616",1137,0.02,1.51,3.8,1
"7959","Z5616",1137,1.51,5.78,3.8,1
"7960","Z5616",1137,5.78,6.72,3.8,1
"7961","Z5616",1137,6.72,7.421,3.8,1
"7962","Z5616",1137,7.421,8.25,4.2,1.5
"7963","Z5616",1137,8.25,11.29,3.8,1
"7964","Z5616",1137,11.29,11.76,4.1,1.5
"7965","Z5616",1137,11.76,17.99,3.7,1
"7966","Z5616",1137,17.99,18.71,4.2,1.5
"7967","Z5616",1137,18.71,18.772,4.2,1.5
"7968","Z5617",1119,0,0.02,9.9,3
"7969","Z5617",1119,0.02,17.115,3.8,1
"7970","Z5617",1119,17.115,18.93,3.8,1
"7971","Z5621",1407,0,0.03,7.6,2
"7972","Z5621",1407,0.03,0.09,7.6,2
"7973","Z5621",1407,0.09,2.95,5.5,2
"7974","Z5621",1407,2.95,11.72,5.5,2
"7975","Z5621",1407,11.72,19.377,5.7,2
"7976","Z5621",1407,19.377,20.754,5.6,2
"7977","Z5621",1407,20.754,26.032,5.6,2
"7978","Z5621",1407,26.032,27.45,5.4,1.5
"7979","Z5621",1407,27.45,29.018,3.8,1
"7980","Z5621",1407,29.018,29.98,5.5,2
"7981","Z5622",1359,0,0.05,14.5,4
"7982","Z5622",1359,0.05,0.126,15.2,4
"7983","Z5622",1359,0.126,0.167,14,4
"7984","Z5622",1359,0.167,0.75,6.8,2
"7985","Z5622",1359,0.75,1.46,5.5,2
"7986","Z5622",1359,1.46,1.87,5.7,2
"7987","Z5622",1359,1.87,5.77,6.6,2
"7988","Z5622",1359,5.77,23.08,5.7,2
"7989","Z5622",1359,23.08,36.09,5.5,2
"7990","Z5622",1359,36.09,38.8,5.7,2
"7991","Z5622",1359,38.8,39.519,5.4,1.5
"7992","Z5623",1322,0,0.02,3.8,1
"7993","Z5623",1322,0.02,0.468,3.6,1
"7994","Z5623",1322,0.468,12.224,3.7,1
"7995","Z5623",1322,12.224,13.364,3.2,1
"7996","Z5623",1322,13.364,16.265,3.8,1
"7997","Z5623",1322,16.265,16.769,4.2,1.5
"7998","Z5623",1322,16.769,17.639,5.5,2
"7999","Z5624",1142,0,0.015,9.3,3
"8000","Z5624",1142,0.015,5.75,5.5,2
"8001","Z5624",1142,5.75,9.77,3.8,1
"8002","Z5624",1142,9.77,11.26,3.8,1
"8003","Z5624",1142,11.26,25.88,3.8,1
"8004","Z5624",1142,25.88,33.545,3.9,1
"8005","Z5624",1142,33.545,35.335,3,1
"8006","Z5624",1142,35.86,36.096,3.5,1
"8007","Z5624",1142,36.096,37.1,3.8,1
"8008","Z5624",1142,37.1,37.251,3.5,1
"8009","Z5624",1142,37.251,46.063,3.8,1
"8010","Z5624",1142,46.063,47.072,5.5,2
"8011","Z5624",1142,47.072,49.617,5.5,2
"8012","Z5701",1162,0,0.2,10.6,3
"8013","Z5701",1162,0.2,0.737,5.6,2
"8014","Z5701",1162,0.737,2.23,3.8,1
"8015","Z5701",1162,2.23,12.54,3.8,1
"8016","Z5701",1162,12.54,13.49,5.6,2
"8017","Z5701",1162,13.49,21.02,4,1.5
"8018","Z5703",1257,0,0.01,8.85,2
"8019","Z5703",1257,0.01,0.7,5.7,2
"8020","Z5703",1257,0.7,2.87,5,1.5
"8021","Z5703",1257,2.87,3.32,5.5,2
"8022","Z5703",1257,3.32,4.82,5.8,2
"8023","Z5703",1257,4.82,18.65,4,1.5
"8024","Z5703",1257,18.65,18.95,5.5,2
"8025","Z5703",1257,18.95,20,4,1.5
"8026","Z5703",1257,20,23.33,5.8,2
"8027","Z5703",1257,23.33,28.86,4.2,1.5
"8028","Z5704",1638,0,1.67,5.7,2
"8029","Z5704",1638,1.67,3.22,5.6,2
"8030","Z5704",1638,3.22,7.89,5.5,2
"8031","Z5706",1256,0,1.16,6.4,2
"8032","Z5706",1256,1.16,4.3,5.5,2
"8033","Z5706",1256,4.3,4.47,12.9,4
"8034","Z5706",1256,4.47,4.78,4.8,1.5
"8035","Z5706",1256,4.78,15.79,3.9,1
"8036","Z5706",1256,15.79,16.42,3.9,1
"8037","Z5706",1256,16.42,19.52,3.9,1
"8038","Z5706",1256,19.52,26.99,4.1,1.5
"8039","Z5706",1256,26.99,27.886,5,1.5
"8040","Z5706",1256,27.886,27.986,4,1.5
"8041","Z5706",1256,27.986,28.8,9,3
"8042","Z5707",1262,0,2.5,11.6,3
"8043","Z5707",1262,2.5,9.21,5.7,2
"8044","Z5707",1262,9.21,19.54,5.7,2
"8045","Z5707",1262,19.54,21.33,5.6,2
"8046","Z5709",1251,0,0.01,7.35,2
"8047","Z5709",1251,0.01,0.9,3.8,1
"8048","Z5709",1251,0.9,3.25,4,1.5
"8049","Z5709",1251,3.25,3.26,10.75,3
"8050","Z5709",1251,3.26,5.21,4,1.5
"8051","Z5709",1251,5.21,5.968,5.3,1.5
"8052","Z5709",1251,5.968,7.151,4,1.5
"8053","Z5709",1251,7.151,7.203,4,1.5
"8054","Z5709",1251,7.203,7.74,4,1.5
"8055","Z5801",1032,0,0.015,24,4
"8056","Z5801",1032,0.015,0.55,8.4,2
"8057","Z5801",1032,0.55,1.05,6,2
"8058","Z5802",1072,0,2,9.5,3
"8059","Z5802",1072,2,7.96,5.5,2
"8060","Z5802",1072,7.96,10.95,3.5,1
"8061","Z5802",1072,10.95,11.95,5,1.5
"8062","Z5802",1072,11.95,12.3,5,1.5
"8063","Z5802",1072,12.3,12.95,2.5,1
"8064","Z5802",1072,12.95,13.24,2.5,1
"8065","Z5803",1074,0,0.004,6,2
"8066","Z5803",1074,0.004,0.074,6,2
"8067","Z5803",1074,0.074,1.004,3.5,1
"8068","Z5803",1074,1.004,11.11,3.5,1
"8069","Z5804",1027,0,0.03,10.9,3
"8070","Z5804",1027,0.03,1.48,5.4,1.5
"8071","Z5804",1027,1.48,2.72,3.3,1
"8072","Z5804",1027,2.72,14.95,3.8,1
"8073","Z5804",1027,14.95,14.98,9.9,3
"8074","Z5804",1027,14.98,16.45,3.5,1
"8075","Z5851",1020,0,5,5.3,1.5
"8076","Z5851",1020,5,6,3.5,1
"8077","Z5851",1020,6,22.64,3.5,1
"8078","Z5852",1409,0,0.01,4.8,1.5
"8079","Z5852",1409,0.01,0.04,4.8,1.5
"8080","Z5852",1409,0.04,1.5,5.8,2
"8081","Z5852",1409,1.5,2.25,3.9,1
"8082","Z5852",1409,2.25,2.95,3.7,1
"8083","Z5852",1409,2.95,5.88,4,1.5
"8084","Z5852",1409,5.88,8.22,3.8,1
"8085","Z5852",1409,8.22,8.97,4,1.5
"8086","Z5852",1409,8.97,9.04,4,1.5
"8087","Z5854",1033,0,0.03,5.6,2
"8088","Z5854",1033,0.03,0.46,5.6,2
"8089","Z5854",1033,0.46,7.74,5.4,1.5
"8090","Z5854",1033,7.74,9.41,5.4,1.5
"8091","Z5855",1092,0,0.03,3.8,1
"8092","Z5855",1092,0.03,3.58,3.8,1
"8093","Z5855",1092,3.58,3.73,5.5,2
"8094","Z5855",1092,3.73,5.55,3.8,1
"8095","Z5855",1092,5.55,5.83,5.5,2
"8096","Z5855",1092,5.83,7.75,3.7,1
"8097","Z5855",1092,7.75,7.88,5.2,1.5
"8098","Z5855",1092,7.88,11.41,3.5,1
"8099","Z5855",1092,11.41,11.63,5.5,2
"8100","Z5855",1092,11.63,12.75,3.6,1
"8101","Z5855",1092,12.75,13.85,5.5,2
"8102","Z5855",1092,13.85,18.33,3.8,1
"8103","Z5855",1092,18.33,20.62,3.8,1
"8104","Z5855",1092,20.62,21.68,3.9,1
"8105","Z5855",1092,21.68,29.08,3.9,1
"8106","Z5855",1092,29.08,30.05,5,1.5
"8107","Z5855",1092,30.05,30.07,5,1.5
"8108","Z5856",1410,0,0.02,15,4
"8109","Z5856",1410,0.02,0.59,7.7,2
"8110","Z5856",1410,0.59,1.03,4.6,1.5
"8111","Z5856",1410,1.03,1.8,6,2
"8112","Z5856",1410,1.8,3.051,4.6,1.5
"8113","Z5856",1410,3.051,5.51,3.7,1
"8114","Z5856",1410,5.51,5.84,4.6,1.5
"8115","Z5856",1410,5.84,9.26,3.7,1
"8116","Z5856",1410,9.26,9.49,4.6,1.5
"8117","Z5856",1410,9.49,16.58,3.7,1
"8118","Z5856",1410,16.58,18.342,3.4,1
"8119","Z5856",1410,18.342,28.385,5.4,1.5
"8120","Z5856",1410,28.385,28.4,5.4,1.5
"8121","Z5857",1502,0,0.05,7.75,2
"8122","Z5857",1502,0.05,0.45,6,2
"8123","Z5857",1502,0.45,6.05,5.4,1.5
"8124","Z5857",1502,6.05,6.75,6,2
"8125","Z5857",1502,6.75,8.47,5.6,2
"8126","Z5857",1502,8.47,11.48,5.8,2
"8127","Z5857",1502,11.48,20.95,8.8,2
"8128","Z5857",1502,20.95,21.73,15.2,4
"8129","Z5858",1700,0,0.91,5.5,2
"8130","Z5858",1700,0.91,0.95,20.8,4
"8131","Z5901",1583,0,0.01,3.9,1
"8132","Z5901",1583,0.01,0.08,3.9,1
"8133","Z5901",1583,0.08,2.664,5.6,2
"8134","Z5901",1583,2.664,3.55,4,1.5
"8135","Z5901",1583,3.55,3.967,5.5,2
"8136","Z5901",1583,3.967,8.62,3.9,1
"8137","Z5901",1583,8.62,8.65,3.5,1
"8138","Z5902",1120,0,0.015,9.5,3
"8139","Z5902",1120,0.015,0.06,3.8,1
"8140","Z5902",1120,0.06,4.393,5.5,2
"8141","Z5902",1120,4.393,5.366,3.8,1
"8142","Z5903",1264,0,0.925,5.5,2
"8143","Z5903",1264,0.925,1.874,4,1.5
"8144","Z5903",1264,1.874,4.2,3.8,1
"8145","Z5903",1264,4.2,17.57,3.8,1
"8146","Z5903",1264,17.57,18.1,3.2,1
"8147","Z5904",1263,0,0.02,16.5,4
"8148","Z5904",1263,0.02,2.19,6,2
"8149","Z5904",1263,2.19,2.21,6,2
"8150","Z5907",1121,0,0.015,15.9,4
"8151","Z5907",1121,0.015,2.51,5.5,2
"8152","Z5907",1121,2.51,11.56,3.8,1
"8153","Z6004",880,0,1.042,5.6,2
"8154","Z6004",880,1.042,16.82,5.5,2
"8155","Z6004",880,16.82,16.92,6.2,2
"8156","Z6004",880,16.92,17,9.2,3
"8157","Z6004",880,17,17.75,5.5,2
"8158","Z6004",880,17.75,26.3,3.7,1
"8159","Z6004",880,26.3,26.325,3.7,1
"8160","Z6005",879,0,0.05,5.5,2
"8161","Z6005",879,0.05,8,5.5,2
"8162","Z6005",879,8,8.618,5.2,1.5
"8163","Z6005",879,8.618,9.78,5.5,2
"8164","Z6005",879,9.78,15.4,3.7,1
"8165","Z6005",879,15.4,15.6,4.9,1.5
"8166","Z6005",879,15.6,17.18,3.7,1
"8167","Z6005",879,17.18,17.34,4.9,1.5
"8168","Z6005",879,17.34,22.92,3.7,1
"8169","Z6006",865,0,0.05,20.1,4
"8170","Z6006",865,0.05,0.25,10.5,3
"8171","Z6006",865,0.25,0.6,5.5,2
"8172","Z6006",865,0.6,4.014,5.5,2
"8173","Z6006",865,4.014,6.016,5.5,2
"8174","Z6006",865,6.016,7.617,5.5,2
"8175","Z6006",865,7.617,8.874,5.5,2
"8176","Z6006",865,8.874,12.026,5.5,2
"8177","Z6006",865,12.026,31.257,5.5,2
"8178","Z6006",865,31.257,31.507,6,2
"8179","Z6006",865,31.507,40.874,5.5,2
"8180","Z6006",865,40.874,42.23,12,3
"8181","Z6006",865,42.23,52.277,5.5,2
"8182","Z6006",865,52.277,52.377,6.1,2
"8183","Z6006",865,52.377,53.362,8.5,2
"8184","Z6010",875,0,0.025,6.7,2
"8185","Z6010",875,0.025,1.5,3.7,1
"8186","Z6010",875,1.5,2.84,5.5,2
"8187","Z6010",875,2.84,4.1,5.5,2
"8188","Z6010",875,4.1,23.61,3.7,1
"8189","Z6010",875,23.61,24.645,3.8,1
"8190","Z6011",853,0,3.8,5.5,2
"8191","Z6011",853,3.8,4.1,7.6,2
"8192","Z6011",853,4.1,4.35,3.4,1
"8193","Z6011",853,4.35,4.445,5.5,2
"8194","Z6011",853,4.445,5,4.9,1.5
"8195","Z6011",853,5,6,4.3,1.5
"8196","Z6011",853,6,8.285,4.9,1.5
"8197","Z6011",853,8.285,8.55,3.7,1
"8198","Z6011",853,8.55,8.88,4.9,1.5
"8199","Z6011",853,8.88,11.78,4.3,1.5
"8200","Z6011",853,11.78,16.04,5.5,2
"8201","Z6011",853,16.04,16.26,3.7,1
"8202","Z6011",853,16.26,19.35,5.5,2
"8203","Z6011",853,19.35,21.34,4.3,1.5
"8204","Z6011",853,21.34,21.76,3.9,1
"8205","Z6014",1047,0,0.158,7.35,2
"8206","Z6014",1047,0.158,0.268,7.35,2
"8207","Z6014",1047,0.268,6.95,5.5,2
"8208","Z6014",1047,6.95,7.88,9.5,3
"8209","Z6014",1047,7.88,8.88,8.5,2
"8210","Z6014",1047,8.88,14.25,5.5,2
"8211","Z6014",1047,14.25,14.3,5.9,2
"8212","Z6014",1047,14.3,14.4,5.9,2
"8213","Z6014",1047,14.4,18.72,5.5,2
"8214","Z6015",1187,0,0.1,15,4
"8215","Z6015",1187,0.1,5.1,5.2,1.5
"8216","Z6015",1187,5.1,6.55,5,1.5
"8217","Z6015",1187,6.55,7.2,6,2
"8218","Z6015",1187,7.2,7.98,5.1,1.5
"8219","Z6015",1187,7.98,9,5.1,1.5
"8220","Z6015",1187,9,9.76,5.1,1.5
"8221","Z6015",1187,9.76,10.35,4.4,1.5
"8222","Z6015",1187,10.35,12.5,5.5,2
"8223","Z6015",1187,12.5,13.07,5.5,2
"8224","Z6015",1187,13.07,15.18,4.5,1.5
"8225","Z6015",1187,15.18,15.88,4.9,1.5
"8226","Z6015",1187,15.88,18.8,3.7,1
"8227","Z6015",1187,18.8,20.13,4.4,1.5
"8228","Z6015",1187,20.13,20.24,4.4,1.5
"8229","Z6015",1187,20.24,23,5.5,2
"8230","Z6017",871,0,0.01,5.3,1.5
"8231","Z6017",871,0.01,6.42,3.66,1
"8232","Z6017",871,6.42,7.581,3.66,1
"8233","Z6017",871,7.581,11.087,3,1
"8234","Z6017",871,11.087,13.516,3.66,1
"8235","Z6017",871,13.516,13.582,3.66,1
"8236","Z6018",883,0,0.04,5,1.5
"8237","Z6018",883,0.04,8.04,3.7,1
"8238","Z6018",883,8.04,8.14,3.7,1
"8239","Z6019",1044,0,0.04,11,3
"8240","Z6019",1044,0.04,10.42,3.5,1
"8241","Z6019",1044,10.42,10.625,5.2,1.5
"8242","Z6019",1044,10.625,11,5.5,2
"8243","Z6019",1044,11,21.44,4.9,1.5
"8244","Z6019",1044,21.44,21.545,5.5,2
"8245","Z6020",882,0,1.03,4,1.5
"8246","Z6020",882,1.03,1.9,3.6,1
"8247","Z6020",882,1.9,3.5,5.2,1.5
"8248","Z6020",882,3.5,9.69,3.65,1
"8249","Z6021",1282,0,0.772,5.5,2
"8250","Z6021",1282,0.772,2.908,5.5,2
"8251","Z6021",1282,2.908,3.002,12.5,4
"8252","Z6021",1282,3.002,7.792,5.5,2
"8253","Z6021",1282,7.792,8.992,5.4,1.5
"8254","Z6021",1282,8.992,38.422,5.5,2
"8255","Z6021",1282,38.422,38.452,5.5,2
"8256","Z6022",1046,0,0.035,22,4
"8257","Z6022",1046,0.035,1.46,12.4,4
"8258","Z6022",1046,1.46,1.6,9.5,3
"8259","Z6022",1046,1.6,2.2,8,2
"8260","Z6022",1046,2.2,2.39,6.8,2
"8261","Z6022",1046,2.39,2.56,7,2
"8262","Z6022",1046,2.56,2.82,5.2,1.5
"8263","Z6022",1046,2.82,3.7,4.9,1.5
"8264","Z6022",1046,3.7,4,3.65,1
"8265","Z6022",1046,4,4.475,3.1,1
"8266","Z6022",1046,4.475,11.33,3.65,1
"8267","Z6022",1046,11.33,12.43,4.6,1.5
"8268","Z6022",1046,12.43,14.75,3.7,1
"8269","Z6022",1046,14.75,15.034,6,2
"8270","Z6022",1046,15.034,16.79,3.65,1
"8271","Z6022",1046,16.79,16.85,3.65,1
"8272","Z6023",1739,0,0.15,14.65,4
"8273","Z6023",1739,0.15,1.2,5.8,2
"8274","Z6023",1739,1.2,2.5,5.8,2
"8275","Z6023",1739,2.5,3.038,4,1.5
"8276","Z6023",1739,3.038,4,4,1.5
"8277","Z6023",1739,4,4.54,4,1.5
"8278","Z6023",1739,4.54,4.552,7,2
"8279","Z6024",1001,0,0.015,12,3
"8280","Z6024",1001,0.015,0.15,7.8,2
"8281","Z6024",1001,0.15,8.067,5.5,2
"8282","Z6024",1001,8.067,8.567,5.5,2
"8283","Z6024",1001,8.567,8.757,5.5,2
"8284","Z6024",1001,8.757,9.834,5.5,2
"8285","Z6024",1001,9.834,11.16,5.5,2
"8286","Z6026",884,0,0.015,17.5,4
"8287","Z6026",884,0.015,4.531,5.5,2
"8288","Z6026",884,4.531,5.24,5.5,2
"8289","Z6026",884,5.24,10.792,5.5,2
"8290","Z6026",884,10.792,11.55,5.5,2
"8291","Z6026",884,11.55,12.55,6.2,2
"8292","Z6026",884,12.55,12.8,6.2,2
"8293","Z6026",884,12.8,18.089,5.5,2
"8294","Z6026",884,18.089,18.289,6.5,2
"8295","Z6026",884,18.289,19.497,6,2
"8296","Z6026",884,19.497,21.536,5.5,2
"8297","Z6026",884,21.536,22.19,4.7,1.5
"8298","Z6027",1713,0,0.015,14,4
"8299","Z6027",1713,0.015,0.4,3.8,1
"8300","Z6027",1713,0.4,2.756,3.2,1
"8301","Z6027",1713,2.756,5.52,3,1
"8302","Z6028",1043,0,0.05,4.5,1.5
"8303","Z6028",1043,0.05,3.5,3.66,1
"8304","Z6028",1043,3.5,6,3.66,1
"8305","Z6028",1043,6,7.35,3.66,1
"8306","Z6028",1043,7.35,8.1,3.66,1
"8307","Z6028",1043,8.1,9,3.66,1
"8308","Z6028",1043,9,9.1,3.66,1
"8309","Z6028",1043,9.1,10.6,3.66,1
"8310","Z6028",1043,10.6,11.7,3.66,1
"8311","Z6028",1043,11.7,11.74,3.66,1
"8312","Z6029",1463,0,0.05,15.5,4
"8313","Z6029",1463,0.05,7.57,3.7,1
"8314","Z6029",1463,7.57,8.1,5.2,1.5
"8315","Z6029",1463,8.1,8.45,3.7,1
"8316","Z6029",1463,8.45,8.48,13,4
"8317","Z6029",1463,8.48,8.72,5.9,2
"8318","Z6029",1463,8.72,12,5.5,2
"8319","Z6029",1463,12,13.2,5.3,1.5
"8320","Z6029",1463,13.2,17.68,5.5,2
"8321","Z6029",1463,17.68,17.73,5.5,2
"8322","Z6030",1083,0,0.15,22,4
"8323","Z6030",1083,0.15,1.005,5.5,2
"8324","Z6030",1083,1.005,3.934,5.5,2
"8325","Z6030",1083,3.934,4.284,5.5,2
"8326","Z6030",1083,4.284,6.264,5.5,2
"8327","Z6030",1083,6.264,6.564,5.5,2
"8328","Z6030",1083,6.564,10.784,5.5,2
"8329","Z6031",1000,0,0.02,13.3,4
"8330","Z6031",1000,0.02,2,3.66,1
"8331","Z6031",1000,2,2.9,3.3,1
"8332","Z6031",1000,2.9,4.2,3.66,1
"8333","Z6031",1000,4.2,7.8,3.66,1
"8334","Z6031",1000,7.8,8.56,3.15,1
"8335","Z6031",1000,8.56,13.88,3.66,1
"8336","Z6031",1000,13.88,16.14,3.65,1
"8337","Z6031",1000,21.058,21.34,3.66,1
"8338","Z6031",1000,21.34,22.628,3.66,1
"8339","Z6031",1000,22.628,23.058,5.5,2
"8340","Z6031",1000,23.058,23.278,4.1,1.5
"8341","Z6031",1000,23.278,28.528,3.66,1
"8342","Z6031",1000,28.528,32,3.66,1
"8343","Z6032",1296,0,0.05,9.7,3
"8344","Z6032",1296,0.05,2,3.2,1
"8345","Z6032",1296,2,4.5,3.2,1
"8346","Z6032",1296,4.5,4.7,3.9,1
"8347","Z6032",1296,4.7,7.41,3.9,1
"8348","Z6032",1296,7.41,8.2,3.9,1
"8349","Z6032",1296,8.2,8.3,3.9,1
"8350","Z6032",1296,8.3,8.4,3.9,1
"8351","Z6033",1049,0,3.9,3.66,1
"8352","Z6033",1049,3.9,5.57,4.3,1.5
"8353","Z6033",1049,5.57,5.79,6.2,2
"8354","Z6033",1049,5.79,9.895,5.5,2
"8355","Z6034",1048,0,0.02,4,1.5
"8356","Z6034",1048,0.02,0.2,4,1.5
"8357","Z6034",1048,0.2,1.33,6,2
"8358","Z6034",1048,1.33,2.645,4,1.5
"8359","Z6034",1048,2.645,2.659,4,1.5
"8360","Z6035",1766,0,0.03,4,1.5
"8361","Z6035",1766,0.03,1.146,4,1.5
"8362","Z6035",1766,1.146,1.712,4.6,1.5
"8363","Z6035",1766,1.712,2.34,3.2,1
"8364","Z6035",1766,2.34,3.28,3.7,1
"8365","Z6035",1766,3.28,3.72,3,1
"8366","Z6035",1766,3.72,4.96,3.7,1
"8367","Z6035",1766,4.96,4.98,2.5,1
"8368","Z6035",1766,5.11,6.77,2.5,1
"8369","Z6035",1766,7.05,8.935,3,1
"8370","Z6035",1766,9.05,10.446,2.7,1
"8371","Z6035",1766,10.617,12.76,2.5,1
"8372","Z6802",1041,0,0.04,10.5,3
"8373","Z6802",1041,0.04,1.29,5.5,2
"8374","Z6802",1041,1.29,2.6,3.7,1
"8375","Z6802",1041,2.6,3.3,5.5,2
"8376","Z6802",1041,3.3,4.3,3.7,1
"8377","Z6802",1041,4.3,5.14,5.5,2
"8378","Z6802",1041,5.14,5.5,3.7,1
"8379","Z6802",1041,5.5,10.12,5.5,2
"8380","Z6802",1041,10.12,11.65,3.7,1
"8381","Z6802",1041,11.65,11.9,0.9,1
"8382","Z6802",1041,11.9,13.2,3.65,1
"8383","Z6802",1041,13.2,13.45,5.5,2
"8384","Z6802",1041,13.45,14.45,7.3,2
"8385","Z6802",1041,14.45,21.35,5.5,2
"8386","Z6802",1041,21.35,21.8,3.65,1
"8387","Z6802",1041,21.8,22.2,4.9,1.5
"8388","Z6802",1041,22.2,22.35,3.65,1
"8389","Z6802",1041,22.35,23.3,4.9,1.5
"8390","Z6802",1041,23.3,23.45,5.5,2
"8391","Z6802",1041,23.45,28.4,3.65,1
"8392","Z6802",1041,28.4,28.56,4.9,1.5
"8393","Z6802",1041,28.56,33.87,3.65,1
"8394","Z6802",1041,33.87,34.61,4,1.5
"8395","Z6803",1050,0,0.05,5.8,2
"8396","Z6803",1050,0.05,2,5.2,1.5
"8397","Z6803",1050,2,10.75,5.5,2
"8398","Z6803",1050,10.75,10.945,5.2,1.5
"8399","Z6803",1050,10.945,11.925,5.2,1.5
"8400","Z6805",1085,0,0.05,11.5,3
"8401","Z6805",1085,0.05,3.5,5.5,2
"8402","Z6805",1085,3.5,27.59,3.7,1
"8403","Z6805",1085,27.59,27.63,7.5,2
"8404","Z6805",1085,27.63,29.27,3.2,1
"8405","Z6806",855,0,0.04,30,4
"8406","Z6806",855,0.04,0.25,6.8,2
"8407","Z6806",855,0.25,0.485,5.3,1.5
"8408","Z6806",855,0.485,0.7,7.9,2
"8409","Z6806",855,0.7,1.04,8.9,2
"8410","Z6806",855,1.04,1.24,7.3,2
"8411","Z6806",855,1.24,1.8,6.7,2
"8412","Z6806",855,1.8,3.29,5.2,1.5
"8413","Z6806",855,3.29,4.8,5.5,2
"8414","Z6806",855,4.8,13.13,5.2,1.5
"8415","Z6806",855,13.13,23.085,5.5,2
"8416","Z6806",855,23.085,24.735,6,2
"8417","Z6806",855,24.735,25.805,6,2
"8418","Z6809",1078,0,0.05,16.5,4
"8419","Z6809",1078,0.05,4.06,5.5,2
"8420","Z6809",1078,4.06,18.3,3.8,1
"8421","Z6809",1078,18.3,18.55,4.2,1.5
"8422","Z6809",1078,18.55,24.5,3.7,1
"8423","Z6809",1078,24.5,25.83,3.9,1
"8424","Z6809",1078,25.83,33.205,3.65,1
"8425","Z6809",1078,33.205,36.31,3.65,1
"8426","Z6810",881,0,0.05,6.2,2
"8427","Z6810",881,0.05,0.9,5.5,2
"8428","Z6810",881,0.9,2.34,5.5,2
"8429","Z6810",881,2.34,2.5,3.7,1
"8430","Z6812",1738,0,0.05,7.5,2
"8431","Z6812",1738,0.05,4.98,5.5,2
"8432","Z6812",1738,4.98,5.01,5.5,2
"8433","Z6813",864,0,0.025,19.7,5
"8434","Z6813",864,0.025,0.08,16,4
"8435","Z6813",864,0.08,0.5,5.9,2
"8436","Z6813",864,0.5,4,5.5,2
"8437","Z6813",864,4,6.04,5.4,1.5
"8438","Z6813",864,6.04,20.8,5.5,2
"8439","Z6813",864,20.8,21.8,5.2,1.5
"8440","Z6813",864,21.8,28.5,5.5,2
"8441","Z6813",864,28.5,28.7,6.1,2
"8442","Z6813",864,28.7,42.92,5.5,2
"8443","Z6813",864,42.92,43,7.3,2
"8444","Z6813",864,43,48,3.7,1
"8445","Z6813",864,48,48.4,5.5,2
"8446","Z6813",864,48.4,50.75,3.7,1
"8447","Z6813",864,50.75,54.7,5.5,2
"8448","Z6813",864,54.7,55.3,3.7,1
"8449","Z6813",864,55.3,55.4,5.5,2
"8450","Z6813",864,55.4,59.2,3.7,1
"8451","Z6813",864,59.2,59.95,5.5,2
"8452","Z6816",1045,0,0.03,27,4
"8453","Z6816",1045,0.03,2.8,3.7,1
"8454","Z6816",1045,2.8,3,4.9,1.5
"8455","Z6816",1045,3,3.99,5.2,1.5
