"","road.road","chainage.road","lrp","lat.road","lon.road","type.road","condition","road.bridge","chainage.bridge","lat.bridge","lon.bridge","type.bridge","destination"
"195","N1",87.156,"LRP089b",23.4486386,91.1472497,"Bridge",NA,"N1",87.156,23.4486386,91.1472497,"Bridge","LRP089c"
"196","N1",87.366,"LRP089c",23.4469441,91.1481386,"CrossRoad",NA,"N1",87.366,23.4469441,91.1481386,"CrossRoad","LRP090"
"197","N1",87.829,"LRP090",23.4425274,91.1497774,"KmPost",NA,"N1",87.829,23.4425274,91.1497774,"KmPost","LRP091"
"198","N1",88.513,"LRP091",23.4373886,91.1521944,"KmPost",NA,"N1",88.513,23.4373886,91.1521944,"KmPost","LRP092"
"199","N1",89.513,"LRP092",23.4288882,91.1553889,"KmPost",NA,"N1",89.513,23.4288882,91.1553889,"KmPost","LRP093"
"200","N1",90.493,"LRP093",23.4236938,91.1626944,"KmPost",NA,"N1",90.493,23.4236938,91.1626944,"KmPost","LRP093a"
"201","N1",90.521,"LRP093a",23.4235827,91.1629722,"Bridge",NA,"N1",90.521,23.4235827,91.1629722,"Bridge","LRP093b"
"202","N1",90.558,"LRP093b",23.423416,91.1632778,"Bridge",NA,"N1",90.558,23.423416,91.1632778,"Bridge","LRP093c"
"203","N1",91.066,"LRP093c",23.4213604,91.167666,"RailRoadCrossing",NA,"N1",91.066,23.4213604,91.167666,"RailRoadCrossing","LRP094"
"204","N1",91.493,"LRP094",23.4195271,91.171416,"KmPost",NA,"N1",91.493,23.4195271,91.171416,"KmPost","LRP094a"
"205","N1",91.583,"LRP094a",23.4191382,91.1721938,"CrossRoad",NA,"N1",91.583,23.4191382,91.1721938,"CrossRoad","LRP095"
"206","N1",92.121,"LRP095",23.4149444,91.1801382,"KmPost",NA,"N1",92.121,23.4149444,91.1801382,"KmPost","LRP095a"
"207","N1",92.632,"LRP095a",23.4131111,91.1846663,"Bridge",NA,"N1",92.632,23.4131111,91.1846663,"Bridge","LRP095b"
"208","N1",92.66,"LRP095b",23.4130556,91.1849163,"Bridge",NA,"N1",92.66,23.4130556,91.1849163,"Bridge","LRP096"
"209","N1",93.121,"LRP096",23.4125,91.1893886,"KmPost",NA,"N1",93.121,23.4125,91.1893886,"KmPost","LRP097"
"210","N1",94.129,"LRP097",23.4113056,91.1988886,"KmPost",NA,"N1",94.129,23.4113056,91.1988886,"KmPost","LRP098"
"211","N1",95.156,"LRP098",23.4100833,91.2087778,"KmPost",NA,"N1",95.156,23.4100833,91.2087778,"KmPost","LRP098a"
"212","N1",95.193,"LRP098a",23.4100278,91.2090833,"Culvert",NA,"N1",95.193,23.4100278,91.2090833,"Culvert","LRP099"
"213","N1",96.173,"LRP099",23.4048056,91.2165278,"KmPost",NA,"N1",96.173,23.4048056,91.2165278,"KmPost","LRP099a"
"214","N1",96.345,"LRP099a",23.40375,91.2176382,"Bridge",NA,"N1",96.345,23.40375,91.2176382,"Bridge","LRP099b"
"215","N1",96.374,"LRP099b",23.4035556,91.2178049,"Bridge",NA,"N1",96.374,23.4035556,91.2178049,"Bridge","LRP100"
"216","N1",97.173,"LRP100",23.3982134478043,91.2228877658143,"KmPost",NA,"N1",97.173,23.3982134478043,91.2228877658143,"KmPost","LRP101"
"217","N1",98.173,"LRP101",23.3915274,91.2292493,"KmPost",NA,"N1",98.173,23.3915274,91.2292493,"KmPost","LRP101a"
"218","N1",98.183,"LRP101a",23.3914441,91.2293049,"Culvert",NA,"N1",98.183,23.3914441,91.2293049,"Culvert","LRP101b"
"219","N1",99.075,"LRP101b",23.385083,91.2345552,"Culvert",NA,"N1",99.075,23.385083,91.2345552,"Culvert","LRP101c"
"220","N1",99.09,"LRP101c",23.3849719,91.2346108,"Culvert",NA,"N1",99.09,23.3849719,91.2346108,"Culvert","LRP102"
"221","N1",99.173,"LRP102",23.3843886,91.2351108,"KmPost",NA,"N1",99.173,23.3843886,91.2351108,"KmPost","LRP102a"
"222","N1",100.071,"LRP102a",23.3779716,91.2403608,"Bridge",NA,"N1",100.071,23.3779716,91.2403608,"Bridge","LRP102b"
"223","N1",100.101,"LRP102b",23.3777493,91.2405274,"Bridge",NA,"N1",100.101,23.3777493,91.2405274,"Bridge","LRP103"
"224","N1",100.173,"LRP103",23.377166,91.2409163,"KmPost",NA,"N1",100.173,23.377166,91.2409163,"KmPost","LRP104"
"225","N1",101.173,"LRP104",23.3695827,91.2462774,"KmPost",NA,"N1",101.173,23.3695827,91.2462774,"KmPost","LRP104a"
"226","N1",101.344,"LRP104a",23.3683327,91.2471108,"Culvert",NA,"N1",101.344,23.3683327,91.2471108,"Culvert","LRP105"
"227","N1",102.248,"LRP105",23.3615278,91.2515556,"KmPost",NA,"N1",102.248,23.3615278,91.2515556,"KmPost","LRP105a"
"228","N1",102.614,"LRP105a",23.3586389,91.25325,"Bridge",NA,"N1",102.614,23.3586389,91.25325,"Bridge","LRP105b"
"229","N1",102.638,"LRP105b",23.3584444,91.2533333,"Bridge",NA,"N1",102.638,23.3584444,91.2533333,"Bridge","LRP106"
"230","N1",103.248,"LRP106",23.3536944,91.2561389,"KmPost",NA,"N1",103.248,23.3536944,91.2561389,"KmPost","LRP106a"
"231","N1",103.935,"LRP106a",23.3486386,91.2599444,"Culvert",NA,"N1",103.935,23.3486386,91.2599444,"Culvert","LRP107"
"232","N1",104.248,"LRP107",23.3463608,91.2616944,"KmPost",NA,"N1",104.248,23.3463608,91.2616944,"KmPost","LRP108"
"233","N1",105.248,"LRP108",23.3390552,91.2672216,"KmPost",NA,"N1",105.248,23.3390552,91.2672216,"KmPost","LRP108a"
"234","N1",105.692,"LRP108a",23.3360274,91.2700549,"Bridge",NA,"N1",105.692,23.3360274,91.2700549,"Bridge","LRP108b"
"235","N1",105.736,"LRP108b",23.3357219,91.2703049,"Bridge",NA,"N1",105.736,23.3357219,91.2703049,"Bridge","LRP108c"
"236","N1",105.879,"LRP108c",23.3347219,91.271166,"SideRoad,Right",NA,"N1",105.879,23.3347219,91.271166,"SideRoad,Right","LRP109"
"237","N1",106.248,"LRP109",23.3321938,91.2734716,"KmPost",NA,"N1",106.248,23.3321938,91.2734716,"KmPost","LRP110"
"238","N1",107.248,"LRP110",23.3246382,91.278666,"KmPost",NA,"N1",107.248,23.3246382,91.278666,"KmPost","LRP110a"
"239","N1",107.321,"LRP110a",23.324166,91.2791104,"Bridge",NA,"N1",107.321,23.324166,91.2791104,"Bridge","LRP110b"
"240","N1",107.331,"LRP110b",23.3240827,91.279166,"Bridge",NA,"N1",107.331,23.3240827,91.279166,"Bridge","LRP111"
"241","N1",108.248,"LRP111",23.3171382,91.2836941,"KmPost",NA,"N1",108.248,23.3171382,91.2836941,"KmPost","LRP111a"
"242","N1",108.518,"LRP111a",23.3149444,91.2844719,"Bridge",NA,"N1",108.518,23.3149444,91.2844719,"Bridge","LRP111b"
"243","N1",108.537,"LRP111b",23.31475,91.2845552,"Bridge",NA,"N1",108.537,23.31475,91.2845552,"Bridge","LRP111c"
"244","N1",109.135,"LRP111c",23.3096389,91.2861386,"Culvert",NA,"N1",109.135,23.3096389,91.2861386,"Culvert","LRP112"
"245","N1",109.248,"LRP112",23.3086944,91.2864163,"KmPost",NA,"N1",109.248,23.3086944,91.2864163,"KmPost","LRP112a"
"246","N1",109.795,"LRP112a",23.30425,91.288583,"Culvert",NA,"N1",109.795,23.30425,91.288583,"Culvert","LRP113"
"247","N1",110.248,"LRP113",23.3006111,91.290333,"KmPost",NA,"N1",110.248,23.3006111,91.290333,"KmPost","LRP113a"
"248","N1",110.767,"LRP113a",23.296083,91.2914997,"Bridge",NA,"N1",110.767,23.296083,91.2914997,"Bridge","LRP113b"
"249","N1",110.781,"LRP113b",23.2959719,91.2915274,"Bridge",NA,"N1",110.781,23.2959719,91.2915274,"Bridge","LRP114"
"250","N1",111.248,"LRP114",23.2919163,91.2922219,"KmPost",NA,"N1",111.248,23.2919163,91.2922219,"KmPost","LRP114a"
"251","N1",111.75,"LRP114a",23.2876663,91.2936386,"Culvert",NA,"N1",111.75,23.2876663,91.2936386,"Culvert","LRP115"
"252","N1",112.248,"LRP115",23.283583,91.2952219,"KmPost",NA,"N1",112.248,23.283583,91.2952219,"KmPost","LRP115a"
"253","N1",113.022,"LRP115a",23.2787216,91.3002778,"Culvert",NA,"N1",113.022,23.2787216,91.3002778,"Culvert","LRP116"
"254","N1",113.248,"LRP116",23.2768882,91.3011944,"KmPost",NA,"N1",113.248,23.2768882,91.3011944,"KmPost","LRP117"
"255","N1",114.248,"LRP117",23.2686382,91.3049722,"KmPost",NA,"N1",114.248,23.2686382,91.3049722,"KmPost","LRP117a"
"256","N1",114.364,"LRP117a",23.2677493,91.3054722,"Culvert",NA,"N1",114.364,23.2677493,91.3054722,"Culvert","LRP117b"
"257","N1",114.641,"LRP117b",23.2654444,91.3064444,"Culvert",NA,"N1",114.641,23.2654444,91.3064444,"Culvert","LRP117c"
"258","N1",114.844,"LRP117c",23.2636667,91.30675,"Culvert",NA,"N1",114.844,23.2636667,91.30675,"Culvert","LRP118"
"259","N1",115.248,"LRP118",23.2601111,91.3072778,"KmPost",NA,"N1",115.248,23.2601111,91.3072778,"KmPost","LRP118a"
"260","N1",115.404,"LRP118a",23.2587222,91.3074444,"Culvert",NA,"N1",115.404,23.2587222,91.3074444,"Culvert","LRP119"
"261","N1",116.248,"LRP119",23.2511944,91.3086389,"KmPost",NA,"N1",116.248,23.2511944,91.3086389,"KmPost","LRP119a"
"262","N1",116.422,"LRP119a",23.249833,91.3091944,"Culvert",NA,"N1",116.422,23.249833,91.3091944,"Culvert","LRP119b"
"263","N1",116.608,"LRP119b",23.248333,91.3098056,"Bridge",NA,"N1",116.608,23.248333,91.3098056,"Bridge","LRP119c"
"264","N1",116.631,"LRP119c",23.2481663,91.3098889,"Bridge",NA,"N1",116.631,23.2481663,91.3098889,"Bridge","LRP119d"
"265","N1",116.978,"LRP119d",23.2452774,91.3110556,"Culvert",NA,"N1",116.978,23.2452774,91.3110556,"Culvert","LRP120"
"266","N1",117.248,"LRP120",23.243083,91.3119167,"KmPost",NA,"N1",117.248,23.243083,91.3119167,"KmPost","LRP120a"
"267","N1",117.411,"LRP120a",23.2416941,91.3123611,"Culvert",NA,"N1",117.411,23.2416941,91.3123611,"Culvert","LRP120b"
"268","N1",118.228,"LRP120b",23.2344997,91.3131667,"Culvert",NA,"N1",118.228,23.2344997,91.3131667,"Culvert","LRP121"
"269","N1",118.248,"LRP121",23.2343052,91.3131667,"KmPost",NA,"N1",118.248,23.2343052,91.3131667,"KmPost","LRP121a"
"270","N1",118.563,"LRP121a",23.2314993,91.3132222,"Culvert",NA,"N1",118.563,23.2314993,91.3132222,"Culvert","LRP121b"
"271","N1",119.011,"LRP121b",23.2275549,91.3135278,"Culvert",NA,"N1",119.011,23.2275549,91.3135278,"Culvert","LRP122"
"272","N1",119.248,"LRP122",23.2253882,91.3135833,"KmPost",NA,"N1",119.248,23.2253882,91.3135833,"KmPost","LRP122a"
"273","N1",119.698,"LRP122a",23.221416,91.3137222,"SideRoad,Right",NA,"N1",119.698,23.221416,91.3137222,"SideRoad,Right","LRP122b"
"274","N1",120.026,"LRP122b",23.2184993,91.3143889,"Culvert",NA,"N1",120.026,23.2184993,91.3143889,"Culvert","LRP123"
"275","N1",120.248,"LRP123",23.2165556,91.3149167,"KmPost",NA,"N1",120.248,23.2165556,91.3149167,"KmPost","LRP123a"
"276","N1",120.966,"LRP123a",23.2103056,91.3157222,"Culvert",NA,"N1",120.966,23.2103056,91.3157222,"Culvert","LRP124"
"277","N1",121.248,"LRP124",23.2078889,91.3159722,"KmPost",NA,"N1",121.248,23.2078889,91.3159722,"KmPost","LRP124a"
"278","N1",122.019,"LRP124a",23.201,91.3168049,"Culvert",NA,"N1",122.019,23.201,91.3168049,"Culvert","LRP125"
"279","N1",122.248,"LRP125",23.1990274,91.3170549,"KmPost",NA,"N1",122.248,23.1990274,91.3170549,"KmPost","LRP125a"
"280","N1",123.113,"LRP125a",23.1921108,91.3185549,"Culvert",NA,"N1",123.113,23.1921108,91.3185549,"Culvert","LRP126"
"281","N1",123.248,"LRP126",23.1909997,91.3192493,"KmPost",NA,"N1",123.248,23.1909997,91.3192493,"KmPost","LRP126a"
"282","N1",123.771,"LRP126a",23.1866941,91.3212493,"Bridge",NA,"N1",123.771,23.1866941,91.3212493,"Bridge","LRP126b"
"283","N1",123.783,"LRP126b",23.1866108,91.3212771,"Bridge",NA,"N1",123.783,23.1866108,91.3212771,"Bridge","LRP127"
"284","N1",124.248,"LRP127",23.1826382,91.3210827,"KmPost",NA,"N1",124.248,23.1826382,91.3210827,"KmPost","LRP127a"
"285","N1",124.862,"LRP127a",23.1773604,91.3198049,"Culvert",NA,"N1",124.862,23.1773604,91.3198049,"Culvert","LRP128"
"286","N1",125.377,"LRP128",23.172916,91.3205271,"KmPost",NA,"N1",125.377,23.172916,91.3205271,"KmPost","LRP128a"
"287","N1",125.923,"LRP128a",23.1681382,91.3213604,"Bridge",NA,"N1",125.923,23.1681382,91.3213604,"Bridge","LRP128b"
"288","N1",125.937,"LRP128b",23.1680549,91.3213604,"Bridge",NA,"N1",125.937,23.1680549,91.3213604,"Bridge","LRP129"
"289","N1",126.377,"LRP129",23.1641389,91.3214993,"KmPost",NA,"N1",126.377,23.1641389,91.3214993,"KmPost","LRP129a"
"290","N1",127.169,"LRP129a",23.1571667,91.3224993,"Culvert",NA,"N1",127.169,23.1571667,91.3224993,"Culvert","LRP130"
"291","N1",127.377,"LRP130",23.1554167,91.3232771,"KmPost",NA,"N1",127.377,23.1554167,91.3232771,"KmPost","LRP130a"
"292","N1",128.009,"LRP130a",23.1496941,91.3254993,"SideRoad,Right",NA,"N1",128.009,23.1496941,91.3254993,"SideRoad,Right","LRP130b"
"293","N1",128.278,"LRP130b",23.1480274,91.3264993,"Culvert",NA,"N1",128.278,23.1480274,91.3264993,"Culvert","LRP131"
"294","N1",128.377,"LRP131",23.1471663,91.3266938,"KmPost",NA,"N1",128.377,23.1471663,91.3266938,"KmPost","LRP131a"
"295","N1",128.798,"LRP131a",23.1433886,91.326666,"Culvert",NA,"N1",128.798,23.1433886,91.326666,"Culvert","LRP132"
"296","N1",129.377,"LRP132",23.1382219,91.3263049,"KmPost",NA,"N1",129.377,23.1382219,91.3263049,"KmPost","LRP132a"
"297","N1",129.479,"LRP132a",23.1374163,91.3264716,"Culvert",NA,"N1",129.479,23.1374163,91.3264716,"Culvert","LRP133"
"298","N1",130.377,"LRP133",23.1295827,91.3284993,"KmPost",NA,"N1",130.377,23.1295827,91.3284993,"KmPost","LRP133a"
"299","N1",130.447,"LRP133a",23.1290827,91.3287216,"Culvert",NA,"N1",130.447,23.1290827,91.3287216,"Culvert","LRP133b"
"300","N1",131.122,"LRP133b",23.1234993,91.3311382,"Culvert",NA,"N1",131.122,23.1234993,91.3311382,"Culvert","LRP134"
"301","N1",131.377,"LRP134",23.1213327,91.3320549,"KmPost",NA,"N1",131.377,23.1213327,91.3320549,"KmPost","LRP134a"
"302","N1",131.625,"LRP134a",23.1193049,91.3329993,"Culvert",NA,"N1",131.625,23.1193049,91.3329993,"Culvert","LRP135"
"303","N1",131.653,"LRP135",23.1191382,91.3330827,"KmPost",NA,"N1",131.653,23.1191382,91.3330827,"KmPost","LRP136"
"304","N1",132.653,"LRP136",23.1113611,91.3378052,"KmPost",NA,"N1",132.653,23.1113611,91.3378052,"KmPost","LRP136a"
"305","N1",132.728,"LRP136a",23.1108056,91.3381386,"Culvert",NA,"N1",132.728,23.1108056,91.3381386,"Culvert","LRP136b"
"306","N1",133.448,"LRP136b",23.1051111,91.3413608,"Culvert",NA,"N1",133.448,23.1051111,91.3413608,"Culvert","LRP137"
"307","N1",133.653,"LRP137",23.1035,91.3422497,"KmPost",NA,"N1",133.653,23.1035,91.3422497,"KmPost","LRP137a"
"308","N1",134.021,"LRP137a",23.1005833,91.3437774,"Culvert",NA,"N1",134.021,23.1005833,91.3437774,"Culvert","LRP137b"
"309","N1",134.571,"LRP137b",23.0961941,91.3461108,"Culvert",NA,"N1",134.571,23.0961941,91.3461108,"Culvert","LRP138"
"310","N1",134.653,"LRP138",23.095583,91.3464441,"KmPost",NA,"N1",134.653,23.095583,91.3464441,"KmPost","LRP138a"
"311","N1",135.341,"LRP138a",23.0901108,91.3494163,"Culvert",NA,"N1",135.341,23.0901108,91.3494163,"Culvert","LRP139"
"312","N1",135.653,"LRP139",23.0876108,91.3508889,"KmPost",NA,"N1",135.653,23.0876108,91.3508889,"KmPost","LRP139a"
"313","N1",135.998,"LRP139a",23.0849719,91.3524722,"Culvert",NA,"N1",135.998,23.0849719,91.3524722,"Culvert","LRP139b"
"314","N1",136.525,"LRP139b",23.0808049,91.3548611,"Bridge",NA,"N1",136.525,23.0808049,91.3548611,"Bridge","LRP139c"
"315","N1",136.542,"LRP139c",23.0806938,91.3549444,"Bridge",NA,"N1",136.542,23.0806938,91.3549444,"Bridge","LRP140"
"316","N1",136.735,"LRP140",23.0792493,91.3558333,"KmPost",NA,"N1",136.735,23.0792493,91.3558333,"KmPost","LRP140a"
"317","N1",137.501,"LRP140a",23.0732493,91.3594167,"Culvert",NA,"N1",137.501,23.0732493,91.3594167,"Culvert","LRP141"
"318","N1",137.735,"LRP141",23.0712493,91.3599722,"KmPost",NA,"N1",137.735,23.0712493,91.3599722,"KmPost","LRP141a"
"319","N1",138.01,"LRP141a",23.0688604,91.3607222,"Others / Others",NA,"N1",138.01,23.0688604,91.3607222,"Others / Others","LRP141b"
"320","N1",138.621,"LRP141b",23.0636944,91.3616389,"Culvert",NA,"N1",138.621,23.0636944,91.3616389,"Culvert","LRP142"
"321","N1",138.639,"LRP142",23.0635278,91.3616389,"KmPost",NA,"N1",138.639,23.0635278,91.3616389,"KmPost","LRP142a"
"322","N1",138.869,"LRP142a",23.0614722,91.3616667,"SideRoad,Right",NA,"N1",138.869,23.0614722,91.3616667,"SideRoad,Right","LRP143"
"323","N1",139.751,"LRP143",23.0538611,91.3637222,"KmPost",NA,"N1",139.751,23.0538611,91.3637222,"KmPost","LRP143a"
"324","N1",140.251,"LRP143a",23.0479441,91.3651389,"CrossRoad",NA,"N1",140.251,23.0479441,91.3651389,"CrossRoad","LRP144"
"325","N1",140.772,"LRP144",23.0449719,91.3653611,"KmPost",NA,"N1",140.772,23.0449719,91.3653611,"KmPost","LRP144a"
"326","N1",140.968,"LRP144a",23.0427774,91.3654444,"Culvert",NA,"N1",140.968,23.0427774,91.3654444,"Culvert","LRP144b"
"327","N1",141.304,"LRP144b",23.0398052,91.3656111,"RailRoadCrossing",NA,"N1",141.304,23.0398052,91.3656111,"RailRoadCrossing","LRP145"
"328","N1",141.772,"LRP145",23.0360274,91.36575,"KmPost",NA,"N1",141.772,23.0360274,91.36575,"KmPost","LRP145a"
"329","N1",142.507,"LRP145a",23.029416,91.3656389,"Culvert",NA,"N1",142.507,23.029416,91.3656389,"Culvert","LRP146"
"330","N1",142.794,"LRP146",23.0269716,91.3655,"KmPost",NA,"N1",142.794,23.0269716,91.3655,"KmPost","LRP146a"
"331","N1",143.034,"LRP146a",23.0248327,91.3655278,"SideRoad,Right",NA,"N1",143.034,23.0248327,91.3655278,"SideRoad,Right","LRP147"
"332","N1",143.795,"LRP147",23.0193604,91.3697771,"KmPost",NA,"N1",143.795,23.0193604,91.3697771,"KmPost","LRP147a"
"333","N1",143.946,"LRP147a",23.0185271,91.3708327,"Culvert",NA,"N1",143.946,23.0185271,91.3708327,"Culvert","LRP147b"
"334","N1",144.67,"LRP147b",23.0140833,91.3759716,"Culvert",NA,"N1",144.67,23.0140833,91.3759716,"Culvert","LRP148"
"335","N1",144.795,"LRP148",23.0132778,91.3769438,"KmPost",NA,"N1",144.795,23.0132778,91.3769438,"KmPost","LRP148a"
"336","N1",145.409,"LRP148a",23.0095556,91.3813604,"CrossRoad / KmPost",NA,"N1",145.409,23.0095556,91.3813604,"CrossRoad / KmPost","LRP150"
"337","N1",146.816,"LRP150",23.0018889,91.3920552,"KmPost",NA,"N1",146.816,23.0018889,91.3920552,"KmPost","LRP151"
"338","N1",147.816,"LRP151",22.9963886,91.3998052,"KmPost",NA,"N1",147.816,22.9963886,91.3998052,"KmPost","LRP151a"
"339","N1",147.901,"LRP151a",22.9961941,91.4005,"Bridge",NA,"N1",147.901,22.9961941,91.4005,"Bridge","LRP151b"
"340","N1",147.924,"LRP151b",22.9960552,91.4006667,"Bridge",NA,"N1",147.924,22.9960552,91.4006667,"Bridge","LRP152"
"341","N1",148.841,"LRP152",22.9906941,91.4072222,"KmPost",NA,"N1",148.841,22.9906941,91.4072222,"KmPost","LRP152a"
"342","N1",149.289,"LRP152a",22.9877774,91.41,"SideRoad,Left",NA,"N1",149.289,22.9877774,91.41,"SideRoad,Left","LRP152b"
"343","N1",149.585,"LRP152b",22.9858886,91.4120556,"SideRoad,Right",NA,"N1",149.585,22.9858886,91.4120556,"SideRoad,Right","LRP153"
"344","N1",149.841,"LRP153",22.9842219,91.4137222,"KmPost",NA,"N1",149.841,22.9842219,91.4137222,"KmPost","LRP154"
"345","N1",150.892,"LRP154",22.9774438,91.4205827,"KmPost",NA,"N1",150.892,22.9774438,91.4205827,"KmPost","LRP155"
"346","N1",151.892,"LRP155",22.9711382,91.4273882,"KmPost",NA,"N1",151.892,22.9711382,91.4273882,"KmPost","LRP156"
"347","N1",152.892,"LRP156",22.9663333,91.4356108,"KmPost",NA,"N1",152.892,22.9663333,91.4356108,"KmPost","LRP156a"
"348","N1",153.672,"LRP156a",22.9624167,91.4416941,"Bridge",NA,"N1",153.672,22.9624167,91.4416941,"Bridge","LRP156b"
"349","N1",153.781,"LRP156b",22.9618056,91.4424997,"Bridge",NA,"N1",153.781,22.9618056,91.4424997,"Bridge","LRP157"
"350","N1",153.892,"LRP157",22.9611667,91.4433886,"KmPost",NA,"N1",153.892,22.9611667,91.4433886,"KmPost","LRP158"
"351","N1",154.935,"LRP158",22.9561389,91.4517778,"KmPost",NA,"N1",154.935,22.9561389,91.4517778,"KmPost","LRP159"
"352","N1",155.935,"LRP159",22.9514444,91.4600278,"KmPost",NA,"N1",155.935,22.9514444,91.4600278,"KmPost","LRP160"
"353","N1",156.947,"LRP160",22.9479997,91.4689993,"KmPost",NA,"N1",156.947,22.9479997,91.4689993,"KmPost","LRP160a"
"354","N1",157.685,"LRP160a",22.9483608,91.4761382,"SideRoad,Left",NA,"N1",157.685,22.9483608,91.4761382,"SideRoad,Left","LRP161"
"355","N1",157.947,"LRP161",22.9484997,91.4786938,"KmPost",NA,"N1",157.947,22.9484997,91.4786938,"KmPost","LRP162"
"356","N1",158.955,"LRP162",22.9497497,91.4883608,"KmPost",NA,"N1",158.955,22.9497497,91.4883608,"KmPost","LRP163"
"357","N1",159.955,"LRP163",22.9497774,91.4980274,"KmPost",NA,"N1",159.955,22.9497774,91.4980274,"KmPost","LRP163a"
"358","N1",160.243,"LRP163a",22.9496663,91.5007778,"Bridge",NA,"N1",160.243,22.9496663,91.5007778,"Bridge","LRP163b"
"359","N1",160.454,"LRP163b",22.949583,91.5027778,"Bridge",NA,"N1",160.454,22.949583,91.5027778,"Bridge","LRP164"
"360","N1",160.963,"LRP164",22.9482774,91.50725,"KmPost",NA,"N1",160.963,22.9482774,91.50725,"KmPost","LRP164a"
"361","N1",161.582,"LRP164a",22.9439441,91.5108611,"SideRoad,Left",NA,"N1",161.582,22.9439441,91.5108611,"SideRoad,Left","LRP165"
"362","N1",161.963,"LRP165",22.940833,91.5124444,"KmPost",NA,"N1",161.963,22.940833,91.5124444,"KmPost","LRP166"
"363","N1",162.963,"LRP166",22.9329716,91.5172216,"KmPost",NA,"N1",162.963,22.9329716,91.5172216,"KmPost","LRP167"
"364","N1",163.963,"LRP167",22.9248882,91.5213327,"KmPost",NA,"N1",163.963,22.9248882,91.5213327,"KmPost","LRP168"
"365","N1",164.963,"LRP168",22.9167216,91.5253882,"KmPost",NA,"N1",164.963,22.9167216,91.5253882,"KmPost","LRP168a"
"366","N1",165.097,"LRP168a",22.9156667,91.5259438,"Bridge",NA,"N1",165.097,22.9156667,91.5259438,"Bridge","LRP168b"
"367","N1",165.325,"LRP168b",22.9138056,91.5268604,"Bridge / Bridge",NA,"N1",165.325,22.9138056,91.5268604,"Bridge / Bridge","LRP169"
"368","N1",165.963,"LRP169",22.9085833,91.5294993,"KmPost",NA,"N1",165.963,22.9085833,91.5294993,"KmPost","LRP169a"
"369","N1",166.427,"LRP169a",22.9046667,91.5314438,"Culvert",NA,"N1",166.427,22.9046667,91.5314438,"Culvert","LRP170"
"370","N1",166.963,"LRP170",22.9003333,91.5333608,"KmPost",NA,"N1",166.963,22.9003333,91.5333608,"KmPost","LRP170a"
"371","N1",167.046,"LRP170a",22.8994441,91.5336108,"Others",NA,"N1",167.046,22.8994441,91.5336108,"Others","LRP170b"
"372","N1",167.683,"LRP170b",22.8939997,91.5346941,"SideRoad,Left",NA,"N1",167.683,22.8939997,91.5346941,"SideRoad,Left","LRP170c"
"373","N1",167.796,"LRP170c",22.8929719,91.5350274,"Others",NA,"N1",167.796,22.8929719,91.5350274,"Others","LRP170d"
"374","N1",167.9,"LRP170d",22.8921663,91.5353052,"Culvert",NA,"N1",167.9,22.8921663,91.5353052,"Culvert","LRP171"
"375","N1",167.963,"LRP171",22.8916386,91.5354719,"KmPost",NA,"N1",167.963,22.8916386,91.5354719,"KmPost","LRP172"
"376","N1",168.963,"LRP172",22.8829993,91.5381663,"KmPost / Culvert",NA,"N1",168.963,22.8829993,91.5381663,"KmPost / Culvert","LRP172b"
"377","N1",169.878,"LRP172b",22.875166,91.5407219,"Culvert",NA,"N1",169.878,22.875166,91.5407219,"Culvert","LRP173"
"378","N1",169.963,"LRP173",22.8744438,91.5409719,"KmPost",NA,"N1",169.963,22.8744438,91.5409719,"KmPost","LRP173a"
"379","N1",170.125,"LRP173a",22.8731382,91.5414441,"Culvert",NA,"N1",170.125,22.8731382,91.5414441,"Culvert","LRP173b"
"380","N1",170.681,"LRP173b",22.868416,91.5431663,"Culvert",NA,"N1",170.681,22.868416,91.5431663,"Culvert","LRP174"
"381","N1",170.963,"LRP174",22.8661111,91.5439997,"KmPost",NA,"N1",170.963,22.8661111,91.5439997,"KmPost","LRP174a"
"382","N1",171.539,"LRP174a",22.8611177231076,91.5451258450199,"Culvert",NA,"N1",171.539,22.8611177231076,91.5451258450199,"Culvert","LRP174b"
"383","N1",171.716,"LRP174b",22.8595833,91.5454719,"Culvert",NA,"N1",171.716,22.8595833,91.5454719,"Culvert","LRP175"
"384","N1",171.963,"LRP175",22.8575556,91.5456386,"KmPost",NA,"N1",171.963,22.8575556,91.5456386,"KmPost","LRP175a"
"385","N1",172.128,"LRP175a",22.856,91.5457219,"Culvert",NA,"N1",172.128,22.856,91.5457219,"Culvert","LRP175b"
"386","N1",172.241,"LRP175b",22.8550556,91.545833,"Culvert",NA,"N1",172.241,22.8550556,91.545833,"Culvert","LRP176"
"387","N1",172.963,"LRP176",22.8486663,91.5463608,"KmPost",NA,"N1",172.963,22.8486663,91.5463608,"KmPost","LRP176a"
"388","N1",172.98,"LRP176a",22.8485274,91.5463886,"Bridge",NA,"N1",172.98,22.8485274,91.5463886,"Bridge","LRP176b"
